x,y
1.3839999855999656,-6.64460375239458
-0.2599999279998271,0.32321692249538325
3.8049999855999665,-9.373563010616255
3.802333288646893,-6.753488288391804
3.1553733539880495,4.327703371636751
1.0801999855999653,-5.517235775330584
3.8049999855999665,-11.731124918568948
0.0920039737525789,-0.578149580465934
3.9235045443590666,-9.157564078624189
0.014705179852275508,0.00014005204336203994
2.7951999855999654,-10.231133940311956
4.824428501050528,-11.341957021829057
1.3452798833597202,3.534312413963302
-10.384999927999829,4.323744608073829
-2.1769999279998276,0.6968207429780128
4.700279991359981,2.3049999279998277
2.9854421326498413,-4.680614139098133
4.059399985599965,-12.685352928622212
4.723399985599967,-12.730542807589178
-5.704999927999828,2.1579999711999314
4.613013228618893,-10.249398869484835
-8.239999927999829,3.2328437930183496
-1.891999927999827,2.3393604672437185
8.65472011664028,5.929999927999829
3.138399985599966,-10.809530421432047
9.95052019872048,8.850239792639506
5.149920004320011,7.180377143225961
5.885364031590158,5.885364031590158
-11.875999927999828,4.622481296114742
3.810719965439918,3.810719965439918
1.9009999855999657,-8.23506875773032
0.7033820535806409,0.7033820535806409
7.582280077760188,3.146359853119648
5.149920004320011,0.6780808874507135
7.972377191797708,8.142115159443119
-6.499999927999828,3.5220634806289617
9.142720138240334,5.516139822879575
4.747091639341598,-10.72387815848014
1.1223999855999653,-6.082337214833667
3.493300214632365,-5.870160998384453
0.5679999855999655,-3.227580587800224
-3.744999927999827,1.3556064672961123
-3.0249999279998274,1.0497122803189862
-0.35199992799982704,0.5057706946606587
0.5403134417642566,2.4063023462460995
2.4663999855999656,-5.195499902460169
8.65472011664028,4.567639833679602
3.626546387743212,6.090901332906151
-8.05699992799983,4.321522526035401
-9.976999927999827,3.8187999711999314
-9.775999927999827,3.9420764882633987
6.613038642855471,6.613038642855471
5.321279065512565,5.321279065512565
1.1130132286188925,-0.7071736684997352
3.041730467336673,3.041730467336673
6.9052800561601355,8.357042615486794
-1.7119999279998275,1.6079530421432047
-4.675999927999827,2.6025153800461434
-0.2599999279998271,0.06141170067212346
-9.18499992799983,3.5099999711999317
5.598480017280043,2.9169999279998278
0.5679999855999655,-0.20811542199749083
4.860660684184696,-12.59072356168528
1.7947199006397616,4.114635968409844
4.452999985599966,-12.457134405435657
-0.7999999279998271,0.9517580587800225
7.711680082080197,4.7619999279998275
1.6599999855999652,-7.540870639462302
7.317120069120167,8.606358514043976
-4.675999927999827,1.753160317016733
8.958200129600314,8.958200129600314
9.85728018576045,8.046359799119518
4.791990590690118,-12.98396677295792
9.815720181440438,7.169007934168507
9.661280168480406,6.278976657626163
3.680199985599966,-12.36220960105528
1.7947199006397616,0.7299999279998273
3.435399985599966,-11.24841880616145
-3.496999927999827,2.186821490513529
1.041799870399689,3.0897887602633847
-6.499999927999828,4.342621828211129
2.0001999855999655,-3.808745758445757
4.550719987039971,4.550719987039971
-11.224999927999828,4.649713440543565
9.534720159840383,9.534720159840383
3.0933002146323645,-5.721975977535948
-12.902353468459468,4.975428780142623
-5.400999927999828,2.852376918092296
-7.696999927999829,3.5713253784676784
9.970720607208975,9.98766674842917
1.4743999855999657,-6.950833221617232
3.802333288646893,-8.60953606177615
2.161199913599793,4.5393449839188875
0.15012190594776595,1.2692854065151664
-11.224999927999828,4.920263341887896
4.452999985599966,-12.895900165549847
6.9052800561601355,1.5776776283529719
-0.1000038090879409,0.03400125597392713
4.320199985599966,-10.966602812218024
0.9153999855999655,-1.0706615740989045
3.9235045443590666,-7.147384629807788
0.10631980991954346,0.03699992799982707
1.2951999855999654,-1.9170451540733278
-1.7119999279998275,0.6267999711999309
4.6423930116761305,5.497988176775221
4.469996227435757,-9.012892241950325
5.742732298294197,7.585066565426644
1.7473675224645804,-2.4800411762264587
-1.0719999279998271,0.3867999711999309
3.2352799481598753,1.4449999279998273
1.02083199144378,1.02083199144378
-1.891999927999827,1.2420878000674682
1.4289999855999658,-6.798635611482275
1.5577622535955706,1.5577622535955706
9.717600172800413,9.875665057149561
4.900217123035671,-12.935676258336622
0.282399827199585,0.10099992799982709
4.315406359305102,-8.313799906399776
1.2513999855999653,-6.1717487555660595
6.0427200302400745,1.0575496594570464
1.7551999855999654,-7.824402182393538
-0.675999927999827,0.13875012450364324
8.65472011664028,3.518861543680769
-2.584999927999828,0.8651072453235507
4.181812168572818,-7.802799418623524
1.7947199006397616,0.19763994167985993
-8.800999927999829,4.754696000405877
2.1468943101322333,-2.479707570849227
0.3889999855999654,-2.435656605617654
2.8183999351998446,0.4297999243998185
4.386399985599965,-9.914878734844354
9.994286050515795,9.685368173322576
-0.1000038090879409,0.23551371040496089
-4.399999927999827,3.697699294222832
6.479400043200105,8.089171992426941
6.189280034560085,3.3649999279998277
4.910213763241593,4.910213763241593
5.0,1.251499891999741
4.860660684184696,-12.259308687145966
3.8716855061850812,4.899324203075162
4.849831100055266,-11.830423950025484
7.450720073440177,2.0178056058889178
9.528972579190082,9.540628563781283
2.964999985599966,-11.390581598354938
-0.8649999279998272,0.19912384987414983
4.059399985599965,-8.46261145778361
-11.439999927999828,4.389999971199932
-11.875999927999828,4.968002727991919
