t,x,y
0.0,-0.0,0.0
0.1,-0.031,0.010400000000000001
0.2,-0.064,0.021600000000000005
0.30000000000000004,-0.09900000000000002,0.033600000000000005
0.4,-0.136,0.04640000000000001
0.5,-0.175,0.060000000000000005
0.6000000000000001,-0.21600000000000003,0.07440000000000002
0.7000000000000001,-0.259,0.08960000000000001
0.8,-0.304,0.10560000000000003
0.9,-0.35100000000000003,0.12240000000000001
1.0,-0.4,0.14
1.1,-0.45100000000000007,0.1584
1.2000000000000002,-0.5040000000000001,0.17760000000000004
1.3,-0.559,0.1976
1.4000000000000001,-0.6160000000000001,0.21840000000000004
1.5,-0.6749999999999999,0.24000000000000002
1.6,-0.736,0.2624000000000001
1.7000000000000002,-0.7990000000000002,0.2856000000000001
1.8,-0.8640000000000001,0.30960000000000004
1.9000000000000001,-0.931,0.33440000000000003
2.0,-1.0,0.36
2.1,-1.0710000000000002,0.3864
2.2,-1.1440000000000001,0.4136000000000001
2.3000000000000003,-1.2190000000000003,0.4416000000000001
2.4000000000000004,-1.2960000000000003,0.47040000000000015
2.5,-1.375,0.5
2.6,-1.4560000000000002,0.5304
2.7,-1.5390000000000001,0.5616000000000001
2.8000000000000003,-1.6240000000000003,0.5936000000000001
2.9000000000000004,-1.7110000000000003,0.6264000000000001
3.0,-1.7999999999999998,0.66
3.1,-1.891,0.6944000000000001
3.2,-1.9840000000000002,0.7296000000000001
3.3000000000000003,-2.079,0.7656000000000002
3.4000000000000004,-2.176,0.8024000000000002
3.5,-2.2750000000000004,0.8400000000000001
3.6,-2.3760000000000003,0.8784000000000001
3.7,-2.479,0.9176000000000002
3.8000000000000003,-2.5840000000000005,0.9576000000000002
3.9000000000000004,-2.6910000000000007,0.9984000000000002
4.0,-2.8,1.04
4.1000000000000005,-2.911000000000001,1.0824000000000003
4.2,-3.024,1.1256
4.3,-3.139,1.1696
4.4,-3.2560000000000002,1.2144000000000001
4.5,-3.375,1.26
4.6000000000000005,-3.4960000000000004,1.3064000000000002
4.7,-3.6190000000000007,1.3536000000000001
4.800000000000001,-3.7440000000000007,1.4016000000000004
4.9,-3.8710000000000004,1.4504000000000004
5.0,-4.0,1.5
5.1000000000000005,-4.131000000000001,1.5504000000000002
5.2,-4.264000000000001,1.6016000000000001
5.300000000000001,-4.399000000000001,1.6536000000000004
5.4,-4.5360000000000005,1.7064000000000001
5.5,-4.675000000000001,1.76
5.6000000000000005,-4.816000000000001,1.8144000000000002
5.7,-4.9590000000000005,1.8696000000000002
5.800000000000001,-5.104000000000001,1.9256000000000004
5.9,-5.251,1.9824000000000002
6.0,-5.4,2.04
6.1000000000000005,-5.551000000000001,2.0984000000000007
6.2,-5.704000000000001,2.1576000000000004
6.300000000000001,-5.859000000000002,2.217600000000001
6.4,-6.016000000000001,2.2784000000000004
6.5,-6.175000000000001,2.34
6.6000000000000005,-6.336,2.4024000000000005
6.7,-6.499,2.4656000000000002
6.800000000000001,-6.6640000000000015,2.5296000000000003
6.9,-6.831000000000001,2.5944000000000003
7.0,-7.0,2.66
7.1000000000000005,-7.171000000000001,2.7264000000000004
7.2,-7.344000000000001,2.7936000000000005
7.300000000000001,-7.519000000000002,2.8616000000000006
7.4,-7.6960000000000015,2.9304000000000006
7.5,-7.875,3.0
7.6000000000000005,-8.056000000000001,3.0704000000000007
7.7,-8.239,3.1416000000000004
7.800000000000001,-8.424000000000001,3.213600000000001
7.9,-8.611,3.2864000000000004
8.0,-8.8,3.3600000000000003
8.1,-8.991,3.4344
8.200000000000001,-9.184000000000003,3.509600000000001
8.3,-9.379000000000001,3.585600000000001
8.4,-9.576,3.6624
8.5,-9.775,3.74
8.6,-9.975999999999999,3.8183999999999996
8.700000000000001,-10.179000000000002,3.8976000000000006
8.8,-10.384000000000002,3.9776000000000007
8.9,-10.591000000000001,4.058400000000001
9.0,-10.799999999999999,4.140000000000001
9.1,-11.011,4.2223999999999995
9.200000000000001,-11.224000000000002,4.305600000000001
9.3,-11.439,4.389600000000001
9.4,-11.656000000000002,4.474400000000001
9.5,-11.875,4.56
9.600000000000001,-12.096000000000004,4.646400000000002
9.700000000000001,-12.319000000000003,4.733600000000001
9.8,-12.544000000000002,4.821600000000001
9.9,-12.771000000000003,4.9104
10.0,-13.0,5.0
