t,x,y
0.0,0.0,-0.0
0.1,0.030199999999999998,-0.1928215181562566
0.2,0.0608,-0.38558103905862673
0.30000000000000004,0.0918,-0.5782166266370288
0.4,0.12319999999999999,-0.7706664671286085
0.5,0.155,-0.9628689300804618
0.6000000000000001,0.18720000000000003,-1.1547626291714495
0.7000000000000001,0.21980000000000002,-1.3462864827930852
0.8,0.25279999999999997,-1.5373797743297097
0.9,0.2862,-1.7279822120784587
1.0,0.32,-1.9180339887498947
1.1,0.3542,-2.107475840490583
1.2000000000000002,0.38880000000000003,-2.2962491053693563
1.3,0.4238,-2.4842957812695614
1.4000000000000001,0.45920000000000005,-2.6715585831301456
1.5,0.49499999999999994,-2.8579809994790937
1.6,0.5312,-3.0435073482034305
1.7000000000000002,0.5678,-3.228082831500743
1.8,0.6048,-3.411653589957994
1.9000000000000001,0.6422000000000001,-3.5941667557042614
2.0,0.6799999999999999,-3.7755705045849464
2.1,0.7182,-3.9558141073059536
2.2,0.7568,-4.13484797949738
2.3000000000000003,0.7958000000000001,-4.312623730647305
2.4000000000000004,0.8352000000000002,-4.489094211857378
2.5,0.875,-4.664213562373095
2.6,0.9152,-4.837937254842823
2.7,0.9558000000000001,-5.010222139260919
2.8000000000000003,0.9968000000000001,-5.181026485551579
2.9000000000000004,1.0382000000000002,-5.350310024751382
3.0,1.0799999999999998,-5.518033988749895
3.1,1.1221999999999999,-5.684161148549124
3.2,1.1648,-5.848655851004031
3.3000000000000003,1.2078,-6.011484054007888
3.4000000000000004,1.2512,-6.172613360087729
3.5,1.295,-6.332013048376735
3.6,1.3392000000000002,-6.48965410493204
3.7,1.3838000000000001,-6.6455092513679626
3.8000000000000003,1.4288000000000003,-6.799552971776503
3.9000000000000004,1.4742000000000002,-6.951761537908451
4.0,1.52,-7.1021130325903075
4.1000000000000005,1.5662000000000003,-7.2505873713538875
4.2,1.6128,-7.397166322257263
4.3,1.6597999999999997,-7.541833523877495
4.4,1.7072,-7.684574501457378
4.5,1.755,-7.825376681190276
4.6000000000000005,1.8032000000000001,-7.964229402628957
4.7,1.8518,-8.10112392920616
4.800000000000001,1.9008000000000003,-8.236053456856544
4.9,1.9502000000000002,-8.369013120731465
5.0,2.0,-8.5
5.1000000000000005,2.0502000000000002,-8.629013120731464
5.2,2.1008,-8.756053456856543
5.300000000000001,2.1518,-8.881123929206161
5.4,2.2032000000000003,-9.004229402628956
5.5,2.255,-9.125376681190275
5.6000000000000005,2.3072000000000004,-9.244574501457379
5.7,2.3598,-9.361833523877495
5.800000000000001,2.4128000000000003,-9.477166322257263
5.9,2.4662,-9.590587371353887
6.0,2.5199999999999996,-9.702113032590308
6.1000000000000005,2.5742000000000003,-9.81176153790845
6.2,2.6288,-9.919552971776504
6.300000000000001,2.6838000000000006,-10.025509251367964
6.4,2.7392000000000003,-10.129654104932039
6.5,2.795,-10.232013048376738
6.6000000000000005,2.8512000000000004,-10.332613360087729
6.7,2.9078,-10.431484054007889
6.800000000000001,2.9648000000000003,-10.528655851004032
6.9,3.0221999999999998,-10.624161148549124
7.0,3.08,-10.718033988749895
7.1000000000000005,3.1382000000000003,-10.81031002475138
7.2,3.1968000000000005,-10.90102648555158
7.300000000000001,3.2558000000000002,-10.99022213926092
7.4,3.3152000000000004,-11.077937254842825
7.5,3.375,-11.164213562373096
7.6000000000000005,3.4352000000000005,-11.24909421185738
7.7,3.4958,-11.332623730647303
7.800000000000001,3.556800000000001,-11.41484797949738
7.9,3.6182000000000003,-11.495814107305954
8.0,3.6799999999999997,-11.575570504584947
8.1,3.7421999999999995,-11.65416675570426
8.200000000000001,3.804800000000001,-11.731653589957995
8.3,3.867800000000001,-11.808082831500743
8.4,3.9312,-11.883507348203432
8.5,3.995,-11.957980999479094
8.6,4.0592,-12.031558583130145
8.700000000000001,4.123800000000001,-12.104295781269563
8.8,4.1888000000000005,-12.176249105369356
8.9,4.2542,-12.247475840490583
9.0,4.32,-12.318033988749896
9.1,4.3862,-12.387982212078459
9.200000000000001,4.452800000000001,-12.457379774329711
9.3,4.5198,-12.526286482793086
9.4,4.5872,-12.59476262917145
9.5,4.655,-12.662868930080462
9.600000000000001,4.723200000000001,-12.73066646712861
9.700000000000001,4.7918,-12.79821662663703
9.8,4.8608,-12.865581039058629
9.9,4.9302,-12.932821518156258
10.0,5.0,-13.0
