t,x,y
0.0,0.0,0.0
0.1,0.0029800000000000004,0.07854143128983591
0.2,0.011840000000000002,0.1570925532366492
0.30000000000000004,0.026460000000000008,0.23566306128064657
0.4,0.04672000000000001,0.31426266043351153
0.5,0.07250000000000001,0.39290107007669645
0.6000000000000001,0.10368000000000004,0.4715880287748048
0.7000000000000001,0.14014000000000001,0.5503332991091354
0.8,0.18176,0.6291466725364977
0.9,0.22841999999999998,0.7080379742784518
1.0,0.28,0.7870170682461844
1.1,0.3363800000000001,0.8660938620062919
1.2000000000000002,0.3974400000000001,0.9452783117928206
1.3,0.4630600000000001,1.024580427571
1.4000000000000001,0.53312,1.1040102781581895
1.5,0.6075,1.1835779964076785
1.6,0.68608,1.2632937844610819
1.7000000000000002,0.7687400000000001,1.3431679190752113
1.8,0.85536,1.4232107570294297
1.9000000000000001,0.94582,1.5034327406196595
2.0,1.0400000000000003,1.583844403245363
2.1,1.1377800000000002,1.664456375096
2.2,1.2390400000000004,1.7452793889436513
2.3000000000000003,1.3436600000000003,1.8263242860486983
2.4000000000000004,1.4515200000000006,1.907602022185668
2.5,1.5625,1.9891236737965803
2.6,1.6764800000000002,2.0709004442793875
2.7,1.79334,2.1529436704193503
2.8000000000000003,1.9129600000000002,2.2352648289714914
2.9000000000000004,2.0352200000000007,2.3178755434025455
3.0,2.16,2.4007875908011607
3.1,2.28718,2.4840129089654424
3.2,2.41664,2.5675636036772684
3.3000000000000003,2.5482600000000004,2.6514519561732235
3.4000000000000004,2.6819200000000003,2.7356904308223733
3.5,2.8174999999999994,2.8202916830215314
3.6,2.9548799999999997,2.905268567319165
3.7,3.0939399999999995,2.990634145779502
3.8000000000000003,3.23456,3.076401696598983
3.9000000000000004,3.37662,3.1625847229877024
4.0,3.520000000000001,3.2491969623290635
4.1000000000000005,3.664580000000001,3.336252395631516
4.2,3.8102400000000007,3.423765257286831
4.3,3.95686,3.511750045150134
4.4,4.104320000000001,3.6002215309575667
4.5,4.2525,3.6891947710982715
4.6000000000000005,4.401280000000002,3.77868511775821
4.7,4.550540000000001,3.8687082304541627
4.800000000000001,4.700160000000001,3.959280087977213
4.9,4.850020000000001,4.050417000765988
5.0,5.0,4.142135623730951
5.1000000000000005,5.149979999999999,4.234452969552193
5.2,5.299840000000001,4.32738642247426
5.300000000000001,5.449460000000002,4.420953752622898
5.4,5.598719999999999,4.515173130869833
5.5,5.7475000000000005,4.610063144273182
5.6000000000000005,5.89568,4.705642812122515
5.7,6.043140000000001,4.801931602619262
5.800000000000001,6.1897600000000015,4.898949450224772
5.9,6.335420000000001,4.996716773710203
6.0,6.480000000000001,5.095254494944289
6.1000000000000005,6.623380000000001,5.19458405845711
6.2,6.76544,5.294727451820147
6.300000000000001,6.906060000000003,5.395707226885269
6.4,7.045120000000001,5.497546521927702
6.5,7.182500000000001,5.60026908474077
6.6000000000000005,7.318080000000001,5.703899296732949
6.7,7.451740000000001,5.808462198080817
6.800000000000001,7.583360000000001,5.913983513994713
6.9,7.712819999999999,6.02048968215735
7.0,7.839999999999999,6.128007881399321
7.1000000000000005,7.96478,6.236566061679365
7.2,8.08704,6.3461929754414825
7.300000000000001,8.206660000000001,6.456918210425542
7.4,8.323519999999998,6.568772224012795
7.5,8.4375,6.68178637919299
7.6000000000000005,8.548480000000001,6.795992982245266
7.7,8.656339999999998,6.911425322231051
7.800000000000001,8.76096,7.028117712403575
7.9,8.862220000000002,7.146105533645497
8.0,8.96,7.265425280053608
8.1,9.054179999999999,7.386114606797494
8.200000000000001,9.144640000000003,7.50821238038765
8.3,9.231259999999997,7.631758731497795
8.4,9.313920000000003,7.756795110496132
8.5,9.392499999999997,7.883364345850925
8.6,9.46688,8.011510705587513
8.700000000000001,9.536940000000001,8.141279961986289
8.8,9.602560000000002,8.27271945972476
8.9,9.66362,8.40587818768137
9.0,9.719999999999999,8.540806854634669
9.1,9.771579999999997,8.677557969108413
9.200000000000001,9.818240000000003,8.816185923631895
9.3,9.859860000000003,8.956747083704732
9.4,9.896320000000001,9.099299881777377
9.5,9.927500000000002,9.243904916582071
9.600000000000001,9.95328,9.390625058174926
9.700000000000001,9.97354,9.539525559077635
9.8,9.98816,9.690674171937935
9.9,9.997019999999996,9.84414127416097
10.0,10.0,10.0
