t,x,y
0.0,0.0,0.0
0.1,0.001233675183394123,0.0029800000000000004
0.2,0.004934396342684001,0.011840000000000002
0.30000000000000004,0.011101250380299856,0.026460000000000008
0.4,0.019732715717284414,0.04672000000000001
0.5,0.03082666266872037,0.07250000000000001
0.6000000000000001,0.044380353969200044,0.10368000000000004
0.7000000000000001,0.06039044544820295,0.14014000000000001
0.8,0.07885298685522125,0.18176
0.9,0.09976342283442466,0.22841999999999998
1.0,0.12311659404862232,0.28
1.1,0.14890673845226135,0.3363800000000001
1.2000000000000002,0.17712749271311282,0.3974400000000001
1.3,0.20777189378234256,0.4630600000000001
1.4000000000000001,0.2408323806125257,0.53312
1.5,0.2763007960232345,0.6075
1.6,0.3141683887136893,0.68608
1.7000000000000002,0.3544258154220193,0.7687400000000001
1.8,0.39706314323056946,0.85536
1.9000000000000001,0.4420698520166989,0.94582
2.0,0.4894348370484648,1.0400000000000003
2.1,0.5391464117245471,1.1377800000000002
2.2,0.5911923104577456,1.2390400000000004
2.3000000000000003,0.6455596917013274,1.3436600000000003
2.4000000000000004,0.7022351411174866,1.4515200000000006
2.5,0.7612046748871328,1.5625
2.6,0.8224537431601888,1.6764800000000002
2.7,0.8859672336455473,1.79334
2.8000000000000003,0.9517294753398045,1.9129600000000002
2.9000000000000004,1.0197242423938437,2.0352200000000007
3.0,1.0899347581163212,2.16
3.1,1.1623436991130656,2.28718
3.2,1.2369331995613644,2.41664
3.3000000000000003,1.3136848556180871,2.5482600000000004
3.4000000000000004,1.3925797299605638,2.6819200000000003
3.5,1.4735983564590773,2.8174999999999994
3.6,1.5567207449798497,2.9548799999999997
3.7,1.6419263863172977,3.0939399999999995
3.8000000000000003,1.7291942572543821,3.23456
3.9000000000000004,1.8185028257497664,3.37662
4.0,1.909830056250526,3.520000000000001
4.1000000000000005,2.0031534151290957,3.664580000000001
4.2,2.0984498762430963,3.8102400000000007
4.3,2.1956959266167027,3.95686
4.4,2.2948675722421092,4.104320000000001
4.5,2.395940343999691,4.2525
4.6000000000000005,2.4988893036954054,4.401280000000002
4.7,2.603689050213904,4.550540000000001
4.800000000000001,2.710313725785885,4.700160000000001
4.9,2.8187370223681123,4.850020000000001
5.0,2.928932188134525,5.0
5.1000000000000005,3.040872034076859,5.149979999999999
5.2,3.1545289407131145,5.299840000000001
5.300000000000001,3.2698748649022678,5.449460000000002
5.4,3.3868813467634817,5.598719999999999
5.5,3.505519516698163,5.7475000000000005
5.6000000000000005,3.6257601025131034,5.89568
5.7,3.747573436642949,6.043140000000001
5.800000000000001,3.870929463470237,6.1897600000000015
5.9,3.995797746741161,6.335420000000001
6.0,4.122147477075269,6.480000000000001
6.1000000000000005,4.249947479567216,6.623380000000001
6.2,4.3791662214786955,6.76544
6.300000000000001,4.509771820018684,6.906060000000003
6.4,4.641732050210035,7.045120000000001
6.5,4.775014352840512,7.182500000000001
6.6000000000000005,4.909585842496287,7.318080000000001
6.7,5.045413315675925,7.451740000000001
6.800000000000001,5.182463258982849,7.583360000000001
6.9,5.320701857394267,7.712819999999999
7.0,5.460095002604533,7.839999999999999
7.1000000000000005,5.60060830144085,7.96478
7.2,5.742207084349274,8.08704
7.300000000000001,5.884856413948914,8.206660000000001
7.4,6.028521093652197,8.323519999999998
7.5,6.173165676349104,8.4375
7.6000000000000005,6.31875447315322,8.548480000000001
7.7,6.465251562207429,8.656339999999998
7.800000000000001,6.612620797547089,8.76096
7.9,6.760825818018507,8.862220000000002
8.0,6.909830056250527,8.96
8.1,7.059596747676961,9.054179999999999
8.200000000000001,7.2100889396077115,9.144640000000003
8.3,7.361269500346275,9.231259999999997
8.4,7.513101128351455,9.313920000000003
8.5,7.6655463614409465,9.392499999999997
8.6,7.8185675860345745,9.46688
8.700000000000001,7.972127046434877,9.536940000000001
8.8,8.126186854142757,9.602560000000002
8.9,8.280708997205906,9.66362
9.0,8.435655349597692,9.719999999999999
9.1,8.590987680624172,9.771579999999997
9.200000000000001,8.746667664356961,9.818240000000003
9.3,8.90265688908955,9.859860000000003
9.4,9.058916866814858,9.896320000000001
9.5,9.215409042721552,9.927500000000002
9.600000000000001,9.372094804706869,9.95328
9.700000000000001,9.528935492903575,9.97354
9.8,9.68589240921872,9.98816
9.9,9.842926826881795,9.997019999999996
10.0,10.0,10.0
