t,x,y
0.0,0.0,-0.0
0.1,0.07512860726250264,-0.1021038606767867
0.2,0.15023241562345072,-0.20422031920764397
0.30000000000000004,0.2252866506548115,-0.30636197966484063
0.4,0.3002665868514434,-0.40854145856356505
0.5,0.37514757203218474,-0.5107713910997055
0.6000000000000001,0.44990505166857975,-0.6130644374072464
0.7000000000000001,0.5245145931172341,-0.7154332888418761
0.8,0.5989519097318838,-0.8178906742974471
0.9,0.6731928848313835,-0.9204493665619875
1.0,0.7472135954999579,-1.02312218872004
1.1,0.8209903361962332,-1.1259220206081795
1.2000000000000002,0.8944996421477425,-1.228861805330667
1.3,0.9677183125078246,-1.3319545558423
1.4000000000000001,1.0406234332520583,-1.4352133616056466
1.5,1.1131923997916373,-1.5386513953299823
1.6,1.1854029392813723,-1.6422819197994067
1.7000000000000002,1.2572331326002972,-1.7461182947977747
1.8,1.3286614359831974,-1.8501739841382587
1.9000000000000001,1.3996667022817046,-1.9544625628055576
2.0,1.4702282018339785,-2.058997724218972
2.1,1.5403256429223813,-2.1637932876248
2.2,1.609939191798952,-2.268863205626747
2.3000000000000003,1.6790494922589216,-2.3742215718633077
2.4000000000000004,1.7476376847429513,-2.4798826288413687
2.5,1.8156854249492382,-2.5858607759355547
2.6,1.8831749019371293,-2.692170577563204
2.7,1.9500888557043679,-2.798826771545156
2.8000000000000003,2.0164105942206314,-2.905844277662939
2.9000000000000004,2.0821240099005527,-3.013238206423309
3.0,2.147213595499958,-3.1210238680415094
3.1,2.2116644594196497,-3.2292167816550754
3.2,2.2754623404016123,-3.3378326847804494
3.3000000000000003,2.338593621603155,-3.4468875430251917
3.4000000000000004,2.401045344035091,-3.556397560069086
3.5,2.4628052193506944,-3.666379187927991
3.6,2.5238616419728155,-3.776849137514915
3.7,2.584203700547185,-3.887824389513353
3.8000000000000003,2.6438211887106013,-3.9993222055786783
3.9000000000000004,2.7027046151633805,-4.111360139884012
4.0,2.7608452130361227,-4.223956051027782
4.1000000000000005,2.818234948541555,-4.33712811432097
4.2,2.874866528902905,-4.450894834472881
4.3,2.9307334095509976,-4.565275058695175
4.4,2.9858298005829513,-4.680287990244837
4.5,3.04015067247611,-4.795953202427753
4.6000000000000005,3.0936917610515824,-4.912290653085674
4.7,3.146449571682464,-5.029320699590412
4.800000000000001,3.198421382742618,-5.147064114370378
4.9,3.2496052482925855,-5.265542100995783
5.0,3.3,-5.384776310850237
5.1000000000000005,3.3496052482925855,-5.50478886041785
5.2,3.3984213827426175,-5.625602349216538
5.300000000000001,3.4464495716824644,-5.747239878409767
5.4,3.4936917610515827,-5.869725070130785
5.5,3.54015067247611,-5.993082087555138
5.6000000000000005,3.5858298005829514,-6.117335655759272
5.7,3.630733409550998,-6.2425110834050415
5.800000000000001,3.674866528902905,-6.368634285292203
5.9,3.7182349485415545,-6.495731805823264
6.0,3.7608452130361227,-6.6238308434275766
6.1000000000000005,3.8027046151633805,-6.752959275994243
6.2,3.843821188710601,-6.883145687366191
6.300000000000001,3.8842037005471854,-7.014419394950852
6.4,3.923861641972816,-7.146810478506013
6.5,3.9628052193506944,-7.280349810163001
6.6000000000000005,4.0010453440350915,-7.415069085752836
6.7,4.038593621603155,-7.551000857505063
6.800000000000001,4.075462340401613,-7.688178568193127
6.9,4.11166445941965,-7.826636586804555
7.0,4.147213595499958,-7.966410245819118
7.1000000000000005,4.182124009900552,-8.107535880183175
7.2,4.216410594220632,-8.250050868073927
7.300000000000001,4.250088855704368,-8.393993673553204
7.4,4.283174901937129,-8.539403891216635
7.5,4.315685424949238,-8.686322292950887
7.6000000000000005,4.347637684742951,-8.834790876918847
7.7,4.379049492258922,-8.984852918900367
7.800000000000001,4.409939191798952,-9.136553026124645
7.9,4.440325642922382,-9.289937193739146
8.0,4.4702282018339785,-9.445052864069693
8.1,4.499666702281704,-9.601948988836744
8.200000000000001,4.528661435983198,-9.760676094503943
8.3,4.557233132600297,-9.921286350947135
8.4,4.585402939281372,-10.083833643644972
8.5,4.613192399791638,-10.248373649606203
8.6,4.640623433252058,-10.414963917263766
8.700000000000001,4.667718312507825,-10.583663950582178
8.8,4.6944996421477425,-10.754535297642187
8.9,4.720990336196233,-10.92764164398578
9.0,4.747213595499958,-11.103048911025068
9.1,4.773192884831383,-11.280825359840938
9.200000000000001,4.798951909731884,-11.461041700721463
9.3,4.824514593117234,-11.643771208816151
9.4,4.84990505166858,-11.82908984631059
9.5,4.875147572032184,-12.017076391556694
9.600000000000001,4.900266586851444,-12.207812575627408
9.700000000000001,4.925286650654812,-12.401383226800926
9.8,4.950232415623451,-12.597876423519319
9.9,4.975128607262503,-12.797383656409263
10.0,5.0,-13.000000000000002
